id_pedido;fecha_despacho;dia_semana_despacho;provincia_destino;categoria_producto;peso_paquete_kg;volumen_paquete_cm3;proveedor_logistico;distancia_km;clima_despacho;es_vispera_feriado;tipo_envio;intentos_previos;etiqueta_fragil;entrega_demorada;codigo_postal_dest;valor_declarado_ars
197;3/8/2023;jueves;CABA;Muebles;1347;177240;Oca;273;Lluvia;No;Express;2;No;0;B3555AAA;108263
198;13/3/2023;lunes;Salta;Juguetes;392;518810;Transporte Propio;18;Tormenta;No;Express;3;No;1;B3694AAA;41304
199;4/4/2023;martes;Santa Fe;Indumentaria;3059;889210;Oca;1761;Despejado;No;Normal;3;Sí;1;B5462AAA;93703
200;3/3/2023;viernes;Buenos Aires;Muebles;3151;621510;Transporte Propio;1867;Despejado;No;Normal;1;Sí;0;B2728AAA;ARS 6584
201;15/3/2023;miércoles;Mendoza;Indumentaria;3659;324690;Oca;517;Despejado;No;Same-Day;2;No;0;123;41680
202;24/3/2023;viernes;Neuquén;Indumentaria;4227;678920;Correo Argentino;1384;Despejado;No;Same-Day;0;Sí;1;B6343AAA;60313
203;23/5/2023;martes;Salta;Juguetes;1192;961680;Correo Argentino;238;Tormenta;No;Same-Day;1;No;0;B3096AAA;23054
204;5/2/2023;domingo;Mendoza;Bazar;4;231040;Andreani;1909;Despejado;No;Normal;3;Sí;0;N/A;$ 133.299
205;25/12/2023;lunes;Neuquén;Juguetes;2562;886640;Transporte Propio;1090;Tormenta;No;Same-Day;1;Sí;0;B2560AAA;112313
206;24/10/2023;martes;Salta;Electrónica;2931;838000;Andreani;1005;Despejado;No;Same-Day;0;Sí;0;B2736AAA;ARS 7429
207;24/4/2023;lunes;Neuquén;Indumentaria;1923;984940;Oca;2493;Despejado;Sí;Express;1;Sí;1;B9062AAA;$ 111.304
208;5/4/2023;miércoles;Córdoba;Indumentaria;924;622900;Oca;2150;Despejado;No;Same-Day;0;Sí;0;B7208AAA;ARS 102161
209;24/1/2023;martes;Salta;Bazar;2807;715240;Correo Argentino;1840;Despejado;No;Express;2;Sí;0;B7960AAA;$ 47.966
210;7/8/2023;lunes;Buenos Aires;Muebles;275;546720;Oca;2496;Tormenta;No;Same-Day;1;Sí;1;B3274AAA;$ 140.383
211;27/6/2023;martes;Neuquén;Juguetes;1194;634600;Correo Argentino;1347;Despejado;Sí;Express;3;Sí;1;B4280AAA;ARS 67505
212;17/4/2023;lunes;Mendoza;Indumentaria;473;461740;Transporte Propio;852;Despejado;Sí;Same-Day;2;Sí;0;B5393AAA;106236
213;14/1/2023;sábado;Tucumán;Muebles;2015;33490;Oca;1919;Despejado;No;Normal;0;No;0;B2450AAA;41899
214;13/9/2023;miércoles;Santa Fe;Juguetes;2622;894450;Andreani;1105;Despejado;No;Express;1;No;0;B5278AAA;75541
215;13/6/2023;martes;Mendoza;Muebles;4549;101650;Andreani;341;Despejado;No;Normal;2;Sí;0;B1836AAA;53399
216;12/8/2023;sábado;Salta;Indumentaria;4792;501630;Transporte Propio;909;Despejado;No;Express;3;No;0;B3728AAA;29619
217;19/10/2023;jueves;Mendoza;Indumentaria;814;562080;Correo Argentino;976;Despejado;No;Express;0;Sí;1;B7111AAA;ARS 136814
218;30/3/2023;jueves;Mendoza;Muebles;2567;254510;Oca;1550;Despejado;No;Same-Day;0;No;1;B2595AAA;$ 13.462
219;30/8/2023;miércoles;CABA;Muebles;3542;846490;Correo Argentino;734;Tormenta;No;Same-Day;2;Sí;1;N/A;7379
220;28/3/2023;martes;Santa Fe;Electrónica;376;911970;Oca;1731;Lluvia;No;Express;2;Sí;0;B7035AAA;99909
221;26/12/2023;martes;Salta;Indumentaria;3124;981520;Transporte Propio;957;Despejado;No;Same-Day;3;Sí;0;B3434AAA;94765
222;5/6/2023;lunes;Neuquén;Indumentaria;4254;604930;Correo Argentino;705;Despejado;No;Same-Day;2;No;0;B1411AAA;23920
223;12/7/2023;miércoles;Buenos Aires;Juguetes;3883;37060;Transporte Propio;1735;Despejado;No;Normal;3;No;0;B5137AAA;$ 146.688
224;26/10/2023;jueves;CABA;Juguetes;438;330370;Correo Argentino;695;Despejado;No;Express;0;No;0;N/A;109271
225;7/10/2023;sábado;Mendoza;Indumentaria;595;828380;Transporte Propio;1992;Despejado;No;Same-Day;3;Sí;0;B1668AAA;ARS 122493
226;28/6/2023;miércoles;Salta;Muebles;461;881440;Transporte Propio;2092;Despejado;No;Express;2;No;0;B4695AAA;135819
227;30/12/2023;sábado;Neuquén;Indumentaria;3517;343110;Transporte Propio;1013;Lluvia;No;Express;3;Sí;0;123;35463
228;4/8/2023;viernes;Córdoba;Muebles;531;356840;Correo Argentino;1935;Despejado;No;Express;3;No;0;B2149AAA;65477
229;11/10/2023;miércoles;Mendoza;Electrónica;4357;322290;Correo Argentino;1627;Tormenta;No;Normal;3;Sí;0;B1528AAA;51977
230;24/10/2023;martes;Córdoba;Bazar;3078;343620;Transporte Propio;1633;Despejado;No;Express;2;Sí;0;B5265AAA;$ 22.260
231;26/7/2023;miércoles;CABA;Electrónica;4861;458370;Oca;635;Despejado;No;Express;0;Sí;0;B8908AAA;120918
232;17/5/2023;miércoles;Tucumán;Indumentaria;1399;556980;Andreani;52;Despejado;Sí;Same-Day;3;No;0;B4072AAA;$ 102.630
233;17/1/2023;martes;CABA;Muebles;3627;837520;Correo Argentino;1010;Despejado;No;Same-Day;3;No;1;B5272AAA;30504
234;11/10/2023;miércoles;Salta;Indumentaria;4538;978550;Transporte Propio;650;Despejado;No;Normal;0;No;0;B8680AAA;25143
235;9/12/2023;sábado;Tucumán;Muebles;2365;711220;Correo Argentino;62;Tormenta;No;Normal;2;Sí;0;B2468AAA;$ 48.757
236;6/10/2023;viernes;CABA;Indumentaria;64;466360;Oca;1650;Despejado;No;Same-Day;0;No;0;B2880AAA;113302
237;29/11/2023;miércoles;CABA;Indumentaria;4814;308180;Correo Argentino;2233;Lluvia;No;Express;0;Sí;0;B8385AAA;73873
238;24/9/2023;domingo;Salta;Muebles;183;519310;Andreani;2149;Despejado;No;Same-Day;3;No;0;B5946AAA;$ 141.734
239;23/11/2023;jueves;Córdoba;Muebles;1078;973480;Transporte Propio;634;Despejado;No;Express;0;Sí;0;B8054AAA;ARS 9544
240;28/1/2023;sábado;Santa Fe;Bazar;1695;154550;Oca;1862;Despejado;No;Normal;3;Sí;0;B8148AAA;141575
241;21/9/2023;jueves;Tucumán;Juguetes;1251;771720;Andreani;206;Despejado;No;Normal;1;Sí;0;B1830AAA;37450
242;3/11/2023;viernes;CABA;Indumentaria;3041;794980;Transporte Propio;1240;Despejado;No;Express;1;No;0;B1948AAA;$ 102.891
243;5/11/2023;domingo;Neuquén;Electrónica;1624;534410;Oca;1326;Despejado;No;Normal;2;No;0;B2060AAA;77353
244;20/5/2023;sábado;Buenos Aires;Electrónica;3375;439880;Transporte Propio;784;Despejado;No;Express;3;Sí;0;B8976AAA;ARS 5748
245;18/11/2023;sábado;Salta;Juguetes;4169;855260;Correo Argentino;1626;Despejado;No;Express;1;Sí;0;B5109AAA;$ 7.602
246;19/11/2023;domingo;Mendoza;Muebles;1196;428220;Andreani;405;Despejado;No;Same-Day;3;Sí;0;B5228AAA;$ 65.478
247;5/7/2023;miércoles;Mendoza;Juguetes;1213;764030;Transporte Propio;1879;Despejado;No;Express;1;Sí;0;B2772AAA;130807
248;3/5/2023;miércoles;Mendoza;Indumentaria;3747;811290;Transporte Propio;1763;Tormenta;No;Express;3;No;0;B8957AAA;49639
249;7/9/2023;jueves;Buenos Aires;Bazar;949;548550;Transporte Propio;247;Tormenta;No;Same-Day;3;Sí;0;123;$ 75.441
250;12/11/2023;domingo;Salta;Muebles;3972;269080;Andreani;2000;Despejado;No;Express;2;No;0;B5242AAA;ARS 61235
251;14/2/2023;martes;Salta;Bazar;3589;12250;Correo Argentino;2057;Despejado;No;Normal;1;Sí;1;B3181AAA;$ 40.318
252;14/5/2023;domingo;Córdoba;Muebles;2509;312070;Andreani;111;Despejado;No;Normal;1;No;0;B7953AAA;4755
253;19/7/2023;miércoles;CABA;Bazar;1733;252200;Transporte Propio;2123;Despejado;No;Same-Day;0;No;0;B7153AAA;13602
254;8/10/2023;domingo;Buenos Aires;Electrónica;2779;739790;Andreani;1809;Despejado;No;Express;2;No;0;B1438AAA;$ 78.670
255;28/1/2023;sábado;Mendoza;Indumentaria;1818;78750;Correo Argentino;1915;Despejado;No;Same-Day;3;Sí;0;B5380AAA;ARS 127407
256;23/8/2023;miércoles;Córdoba;Indumentaria;384;128870;Andreani;2354;Despejado;No;Same-Day;1;Sí;0;B5660AAA;144990
257;15/4/2023;sábado;CABA;Juguetes;3527;651830;Correo Argentino;1610;Despejado;No;Same-Day;0;No;0;B19XX;50133
258;13/12/2023;miércoles;CABA;Muebles;4569;126060;Oca;1786;Despejado;No;Express;1;Sí;0;123;94009
259;24/9/2023;domingo;Neuquén;Bazar;944;205130;Oca;1590;Lluvia;No;Same-Day;3;Sí;0;B2379AAA;115454
260;28/4/2023;viernes;Salta;Juguetes;1573;511200;Oca;91;Lluvia;No;Normal;1;No;0;B1963AAA;37400
261;16/7/2023;domingo;Córdoba;Muebles;1113;534830;Oca;1343;Despejado;No;Express;1;Sí;0;B8489AAA;$ 39.903
262;23/7/2023;domingo;CABA;Indumentaria;2925;147060;Transporte Propio;1682;Lluvia;No;Same-Day;2;No;0;B9630AAA;ARS 110266
263;22/4/2023;sábado;Mendoza;Bazar;746;737700;Oca;1802;Tormenta;Sí;Normal;3;No;0;B8736AAA;24898
264;2/12/2023;sábado;Neuquén;Juguetes;4615;955250;Transporte Propio;181;Despejado;No;Normal;2;No;1;B2195AAA;68099
265;5/7/2023;miércoles;CABA;Juguetes;1071;57200;Transporte Propio;707;Despejado;Sí;Express;1;Sí;0;B5719AAA;$ 58.341
266;1/6/2023;jueves;Neuquén;Juguetes;1988;362730;Transporte Propio;1140;Lluvia;No;Same-Day;1;No;1;B3314AAA;60313
267;5/10/2023;jueves;Neuquén;Muebles;1404;321020;Transporte Propio;400;Despejado;No;Express;3;Sí;0;B8817AAA;ARS 102544
268;5/8/2023;sábado;CABA;Juguetes;3818;111730;Correo Argentino;1743;Tormenta;No;Express;2;No;1;B9700AAA;$ 75.182
269;8/7/2023;sábado;Salta;Bazar;2548;995900;Correo Argentino;1684;Despejado;No;Express;0;No;0;B2186AAA;97659
270;24/6/2023;sábado;Salta;Indumentaria;175;727200;Andreani;24;Despejado;No;Same-Day;1;No;0;B3581AAA;ARS 94653
271;12/3/2023;domingo;Santa Fe;Electrónica;346;195610;Andreani;2196;Lluvia;No;Same-Day;3;Sí;0;B3440AAA;47628
272;2/6/2023;viernes;CABA;Electrónica;254;606140;Oca;1191;Despejado;No;Same-Day;1;Sí;0;B7892AAA;111821
273;13/2/2023;lunes;Santa Fe;Juguetes;757;757740;Transporte Propio;1624;Despejado;No;Express;2;No;0;N/A;53228
274;17/9/2023;domingo;Tucumán;Juguetes;4501;569760;Correo Argentino;377;Despejado;No;Same-Day;3;Sí;1;B9871AAA;10085
275;28/8/2023;lunes;Salta;Juguetes;192;174190;Andreani;2436;Despejado;No;Normal;2;No;0;B19XX;12067
276;29/9/2023;viernes;Salta;Electrónica;146;391290;Andreani;1293;Despejado;No;Same-Day;3;No;0;B3169AAA;76336
277;14/11/2023;martes;CABA;Juguetes;875;331740;Andreani;755;Despejado;No;Same-Day;0;Sí;0;B4563AAA;ARS 145306
278;22/7/2023;sábado;Salta;Electrónica;3974;278310;Oca;205;Despejado;No;Normal;0;No;0;B9404AAA;111287
279;12/12/2023;martes;Neuquén;Indumentaria;4556;191800;Transporte Propio;1153;Despejado;No;Same-Day;0;Sí;0;B1174AAA;$ 41.672
280;4/4/2023;martes;CABA;Indumentaria;4796;651010;Transporte Propio;1859;Despejado;No;Same-Day;2;Sí;0;B6610AAA;ARS 21851
281;20/5/2023;sábado;Tucumán;Muebles;2559;573160;Transporte Propio;354;Despejado;No;Express;1;No;0;B3510AAA;66116
282;14/1/2023;sábado;Buenos Aires;Juguetes;4677;562990;Transporte Propio;453;Despejado;No;Normal;0;No;0;B5088AAA;$ 19.654
283;23/2/2023;jueves;Buenos Aires;Juguetes;448;398960;Correo Argentino;2278;Despejado;No;Same-Day;2;No;0;B1635AAA;$ 132.714
284;24/6/2023;sábado;Córdoba;Bazar;832;735780;Oca;689;Despejado;No;Express;3;Sí;0;B4490AAA;108009
285;27/4/2023;jueves;Córdoba;Indumentaria;4611;850740;Correo Argentino;1722;Tormenta;No;Express;3;Sí;0;B9227AAA;8913
286;23/11/2023;jueves;CABA;Juguetes;87;631170;Oca;375;Lluvia;No;Express;2;No;0;B4266AAA;12020
287;5/4/2023;miércoles;Buenos Aires;Bazar;235;947200;Correo Argentino;854;Despejado;No;Same-Day;2;Sí;0;B9680AAA;116342
288;9/7/2023;domingo;Córdoba;Indumentaria;1565;637800;Correo Argentino;870;Despejado;No;Express;0;No;0;B3916AAA;102196
289;13/6/2023;martes;Córdoba;Electrónica;1357;295210;Oca;1654;Despejado;No;Same-Day;0;No;0;B6085AAA;$ 141.416
290;24/1/2023;martes;Salta;Muebles;221;759060;Andreani;243;Lluvia;No;Normal;2;No;0;B8439AAA;97201
291;17/10/2023;martes;Córdoba;Muebles;2317;713670;Oca;83;Despejado;No;Same-Day;0;Sí;0;B7990AAA;$ 97.648
292;20/9/2023;miércoles;Mendoza;Muebles;3405;651250;Correo Argentino;307;Despejado;No;Same-Day;3;Sí;0;B9848AAA;$ 44.144
293;31/7/2023;lunes;Córdoba;Bazar;995;242540;Oca;2342;Lluvia;No;Express;3;Sí;0;B7117AAA;120636
294;21/1/2023;sábado;Tucumán;Juguetes;4037;590430;Correo Argentino;2186;Despejado;No;Express;0;Sí;0;B3846AAA;$ 88.255
295;16/1/2023;lunes;CABA;Bazar;555;669200;Transporte Propio;1471;Despejado;No;Normal;1;Sí;1;B8442AAA;$ 70.784
296;5/9/2023;martes;Santa Fe;Bazar;3417;715510;Andreani;1512;Despejado;No;Express;3;No;0;B5843AAA;$ 51.085
297;2/8/2023;miércoles;CABA;Indumentaria;228;928000;Correo Argentino;1893;Despejado;No;Same-Day;3;No;0;B7068AAA;$ 100.117
298;18/5/2023;jueves;Mendoza;Muebles;3079;625000;Transporte Propio;1910;Lluvia;No;Same-Day;3;Sí;0;B1109AAA;ARS 119490
299;9/7/2023;domingo;Tucumán;Juguetes;4587;296490;Correo Argentino;2423;Despejado;No;Normal;3;No;0;B6006AAA;ARS 52068
300;31/3/2023;viernes;Salta;Electrónica;4351;769540;Correo Argentino;1398;Despejado;No;Normal;1;Sí;0;B5148AAA;$ 51.104
301;10/6/2023;sábado;Mendoza;Juguetes;3779;559510;Transporte Propio;60;Despejado;No;Normal;0;No;0;B7352AAA;ARS 69330
302;15/12/2023;viernes;Santa Fe;Bazar;1348;239870;Transporte Propio;661;Despejado;No;Same-Day;3;No;0;B7743AAA;81694
303;20/1/2023;viernes;Buenos Aires;Indumentaria;2497;656420;Oca;1575;Despejado;No;Express;2;No;1;B9927AAA;67043
304;5/4/2023;miércoles;CABA;Indumentaria;1174;812450;Oca;1309;Despejado;No;Express;2;No;0;B2720AAA;16064
305;16/9/2023;sábado;Tucumán;Bazar;2841;800230;Andreani;2437;Despejado;No;Express;0;No;0;B9618AAA;ARS 36822
306;25/6/2023;domingo;Neuquén;Indumentaria;252;926640;Andreani;1266;Despejado;No;Normal;0;Sí;0;B7822AAA;13912
307;22/4/2023;sábado;Neuquén;Bazar;563;320980;Correo Argentino;766;Despejado;No;Normal;0;Sí;0;B4825AAA;29513
308;9/5/2023;martes;CABA;Juguetes;2298;484720;Transporte Propio;1012;Despejado;Sí;Express;0;No;0;B2917AAA;ARS 80462
309;13/5/2023;sábado;Tucumán;Juguetes;1279;702660;Oca;1379;Lluvia;No;Express;2;Sí;0;B8187AAA;$ 92.988
310;14/1/2023;sábado;Córdoba;Electrónica;3032;875770;Andreani;1472;Tormenta;Sí;Same-Day;0;Sí;1;B9296AAA;48074
311;25/2/2023;sábado;Neuquén;Electrónica;1461;735330;Correo Argentino;78;Despejado;No;Normal;1;No;0;B7137AAA;ARS 37930
312;2/3/2023;jueves;Buenos Aires;Indumentaria;1006;817970;Transporte Propio;1424;Tormenta;No;Same-Day;0;No;0;123;71702
313;4/4/2023;martes;Mendoza;Juguetes;1344;210880;Andreani;1818;Despejado;No;Same-Day;1;No;0;B6506AAA;120806
314;24/3/2023;viernes;Mendoza;Indumentaria;2621;249890;Andreani;2486;Lluvia;No;Normal;1;No;1;B1107AAA;7906
315;1/10/2023;domingo;Salta;Indumentaria;1631;88320;Oca;1819;Despejado;Sí;Express;3;Sí;0;B19XX;148271
316;21/9/2023;jueves;Santa Fe;Bazar;214;652650;Correo Argentino;690;Lluvia;No;Express;1;Sí;0;123;ARS 105897
317;22/6/2023;jueves;Buenos Aires;Juguetes;4548;647830;Andreani;841;Despejado;No;Same-Day;2;Sí;0;B6431AAA;ARS 42693
318;23/11/2023;jueves;CABA;Bazar;1986;329410;Transporte Propio;2103;Lluvia;No;Normal;3;Sí;0;B7033AAA;ARS 42022
319;25/2/2023;sábado;Santa Fe;Electrónica;63;723120;Transporte Propio;2463;Despejado;No;Same-Day;3;No;0;N/A;107079
320;3/12/2023;domingo;CABA;Muebles;2497;486830;Andreani;958;Despejado;No;Normal;0;No;0;B8603AAA;91544
321;8/6/2023;jueves;Salta;Electrónica;2359;16950;Oca;1365;Despejado;No;Express;1;No;0;B8078AAA;104015
322;3/3/2023;viernes;Neuquén;Indumentaria;1081;742310;Oca;583;Despejado;No;Express;0;Sí;0;B6802AAA;ARS 75903
323;8/11/2023;miércoles;Mendoza;Bazar;4321;548700;Oca;2464;Despejado;No;Normal;3;Sí;0;B4526AAA;ARS 40664
324;20/6/2023;martes;CABA;Juguetes;3094;703600;Oca;55;Lluvia;Sí;Same-Day;1;Sí;1;B6247AAA;ARS 66411
325;9/4/2023;domingo;CABA;Indumentaria;2422;921940;Transporte Propio;2265;Lluvia;No;Express;2;Sí;0;B4633AAA;73774
326;28/11/2023;martes;Tucumán;Juguetes;1901;397160;Correo Argentino;242;Despejado;No;Normal;2;Sí;0;B19XX;$ 50.120
327;14/11/2023;martes;Tucumán;Muebles;4996;142380;Correo Argentino;35;Lluvia;No;Same-Day;3;No;0;B9281AAA;101701
328;26/7/2023;miércoles;Neuquén;Juguetes;2092;467120;Correo Argentino;450;Despejado;No;Express;2;No;0;B8888AAA;88469
329;28/5/2023;domingo;Salta;Bazar;4143;19180;Andreani;1797;Despejado;No;Normal;0;No;0;B7966AAA;$ 78.939
330;22/12/2023;viernes;Salta;Indumentaria;3031;918280;Andreani;196;Despejado;Sí;Express;2;Sí;0;123;$ 124.963
331;9/2/2023;jueves;Córdoba;Juguetes;2349;709140;Oca;1675;Lluvia;No;Express;2;Sí;0;B6685AAA;64989
332;16/2/2023;jueves;Mendoza;Muebles;1658;563620;Oca;999;Despejado;No;Express;1;Sí;0;B6354AAA;$ 110.286
333;15/3/2023;miércoles;Neuquén;Electrónica;4057;613230;Oca;822;Despejado;No;Same-Day;3;No;0;B5541AAA;ARS 60961
334;9/9/2023;sábado;Neuquén;Juguetes;2719;289380;Correo Argentino;2000;Despejado;No;Express;1;Sí;0;123;ARS 87808
335;17/10/2023;martes;CABA;Juguetes;2619;315690;Correo Argentino;1809;Lluvia;No;Same-Day;0;No;0;B3071AAA;83181
336;24/3/2023;viernes;Mendoza;Bazar;723;985810;Andreani;1534;Despejado;No;Same-Day;3;No;1;N/A;25789
337;3/6/2023;sábado;Córdoba;Muebles;345;948690;Correo Argentino;790;Lluvia;No;Express;0;No;0;B1258AAA;$ 45.561
338;21/7/2023;viernes;Salta;Muebles;4354;427390;Andreani;1727;Despejado;No;Same-Day;1;Sí;0;B5554AAA;$ 144.223
339;28/9/2023;jueves;Neuquén;Electrónica;3943;932390;Andreani;1770;Despejado;Sí;Express;1;No;0;123;124824
340;7/4/2023;viernes;Córdoba;Indumentaria;2252;243440;Andreani;1903;Despejado;No;Express;2;Sí;0;B2477AAA;ARS 127782
341;30/8/2023;miércoles;Buenos Aires;Juguetes;2722;928180;Correo Argentino;839;Despejado;Sí;Express;2;No;0;123;ARS 26562
342;15/6/2023;jueves;Córdoba;Bazar;2116;545550;Correo Argentino;1196;Despejado;No;Normal;3;No;0;B9356AAA;61829
343;19/2/2023;domingo;Neuquén;Indumentaria;3297;453450;Andreani;1426;Despejado;No;Normal;3;No;0;B4016AAA;71141
344;6/6/2023;martes;Córdoba;Indumentaria;653;105660;Oca;891;Despejado;No;Same-Day;3;No;0;B7964AAA;$ 37.958
345;11/8/2023;viernes;Mendoza;Indumentaria;952;735890;Oca;51;Despejado;No;Same-Day;0;Sí;0;B2027AAA;70964
346;22/9/2023;viernes;Tucumán;Muebles;386;208600;Correo Argentino;719;Despejado;No;Normal;3;Sí;0;B6088AAA;141467
347;14/12/2023;jueves;Córdoba;Bazar;2063;32480;Transporte Propio;886;Lluvia;No;Normal;2;No;0;B6303AAA;ARS 122416
348;29/5/2023;lunes;Mendoza;Indumentaria;2048;640520;Transporte Propio;1892;Despejado;No;Same-Day;2;Sí;1;B1412AAA;$ 97.223
349;25/5/2023;jueves;Neuquén;Bazar;444;949680;Correo Argentino;703;Despejado;No;Same-Day;3;Sí;0;B5441AAA;133990
350;23/5/2023;martes;Neuquén;Electrónica;919;308530;Oca;2042;Lluvia;No;Express;0;Sí;0;B8172AAA;ARS 101337
351;25/12/2023;lunes;Salta;Indumentaria;557;915130;Correo Argentino;78;Despejado;No;Express;3;No;0;B5542AAA;18939
352;26/4/2023;miércoles;Tucumán;Electrónica;1401;652010;Oca;149;Despejado;No;Normal;1;Sí;1;B2624AAA;53801
353;12/1/2023;jueves;Mendoza;Indumentaria;914;671990;Transporte Propio;2056;Despejado;No;Normal;1;No;0;B7452AAA;ARS 1291
354;20/12/2023;miércoles;Santa Fe;Indumentaria;3782;551800;Correo Argentino;295;Despejado;No;Normal;3;No;0;B7790AAA;ARS 136671
355;29/1/2023;domingo;CABA;Indumentaria;3535;530680;Andreani;209;Despejado;No;Express;0;No;0;B1763AAA;59248
356;25/9/2023;lunes;Santa Fe;Electrónica;4246;846560;Andreani;87;Despejado;No;Normal;3;Sí;0;B4233AAA;$ 22.382
357;18/6/2023;domingo;Córdoba;Muebles;2613;198420;Oca;511;Lluvia;No;Normal;1;No;0;B2043AAA;146354
358;26/9/2023;martes;Mendoza;Bazar;4041;27150;Correo Argentino;1926;Despejado;No;Express;1;Sí;0;B8448AAA;34324
359;8/5/2023;lunes;Tucumán;Juguetes;3538;937200;Correo Argentino;1715;Despejado;No;Express;0;No;0;B3423AAA;$ 20.056
360;8/5/2023;lunes;Neuquén;Electrónica;108;493210;Andreani;65;Despejado;No;Express;0;Sí;0;B1745AAA;$ 143.125
361;11/6/2023;domingo;Salta;Electrónica;1355;566430;Andreani;13;Despejado;Sí;Express;2;Sí;0;123;$ 17.835
362;14/2/2023;martes;Santa Fe;Juguetes;175;413930;Transporte Propio;225;Despejado;No;Normal;0;No;0;B7805AAA;$ 115.098
363;15/11/2023;miércoles;CABA;Electrónica;4209;937690;Oca;2173;Despejado;No;Normal;3;Sí;1;B3085AAA;ARS 137447
364;10/9/2023;domingo;CABA;Electrónica;4311;995230;Correo Argentino;310;Despejado;No;Normal;1;No;1;B2181AAA;$ 86.265
365;17/6/2023;sábado;CABA;Muebles;463;947340;Transporte Propio;2268;Despejado;Sí;Normal;3;Sí;0;B3696AAA;38899
366;23/7/2023;domingo;Mendoza;Juguetes;156;569210;Andreani;148;Despejado;No;Express;1;Sí;0;B4833AAA;ARS 45383
367;16/11/2023;jueves;Neuquén;Juguetes;2158;796130;Correo Argentino;911;Tormenta;No;Same-Day;0;No;1;B3829AAA;$ 116.046
368;18/5/2023;jueves;Buenos Aires;Muebles;548;936270;Transporte Propio;2293;Lluvia;No;Same-Day;0;Sí;0;B2732AAA;ARS 8990
369;22/4/2023;sábado;Salta;Indumentaria;148;913210;Oca;1903;Despejado;No;Express;0;Sí;0;B6677AAA;ARS 76716
370;24/10/2023;martes;Buenos Aires;Muebles;2661;9490;Andreani;2438;Despejado;Sí;Same-Day;0;Sí;0;123;142081
371;24/12/2023;domingo;Córdoba;Bazar;3004;168700;Andreani;543;Despejado;No;Express;2;Sí;0;B3932AAA;$ 83.119
372;13/10/2023;viernes;Neuquén;Electrónica;1736;201320;Andreani;1181;Despejado;No;Express;2;No;0;B2189AAA;$ 103.008
373;6/1/2023;viernes;Córdoba;Muebles;1909;263170;Correo Argentino;681;Lluvia;No;Normal;1;Sí;0;B5989AAA;70032
374;25/12/2023;lunes;Mendoza;Electrónica;3798;929860;Correo Argentino;1516;Despejado;No;Same-Day;3;No;0;B6340AAA;$ 141.617
375;22/4/2023;sábado;Córdoba;Muebles;1042;704780;Oca;774;Tormenta;No;Express;0;No;0;B5127AAA;125842
376;24/1/2023;martes;Neuquén;Muebles;4692;351880;Transporte Propio;515;Despejado;No;Same-Day;1;Sí;0;B1745AAA;67776
377;28/3/2023;martes;Córdoba;Indumentaria;4951;360200;Correo Argentino;1871;Lluvia;No;Same-Day;2;No;0;B2901AAA;67285
378;10/5/2023;miércoles;Córdoba;Electrónica;779;855990;Oca;2177;Despejado;No;Normal;0;Sí;0;B3580AAA;149027
379;9/11/2023;jueves;Córdoba;Electrónica;4284;921100;Andreani;1659;Despejado;Sí;Same-Day;0;Sí;1;B9691AAA;114479
380;18/5/2023;jueves;Mendoza;Electrónica;1615;345890;Transporte Propio;1757;Lluvia;No;Same-Day;3;No;0;B9681AAA;81463
381;29/10/2023;domingo;Córdoba;Muebles;381;709980;Oca;2348;Despejado;No;Normal;2;No;0;B4641AAA;52052
382;1/2/2023;miércoles;Tucumán;Juguetes;3579;446650;Correo Argentino;586;Despejado;Sí;Express;2;Sí;0;B2188AAA;149321
383;15/9/2023;viernes;Santa Fe;Indumentaria;2521;232440;Oca;2484;Despejado;No;Normal;3;Sí;0;B3904AAA;ARS 7221
384;7/9/2023;jueves;Salta;Bazar;3508;221570;Oca;321;Despejado;No;Same-Day;0;Sí;0;B2043AAA;42557
385;15/9/2023;viernes;Salta;Indumentaria;1521;565030;Transporte Propio;2385;Despejado;No;Normal;0;No;0;B19XX;ARS 118560
386;10/8/2023;jueves;Salta;Electrónica;635;163070;Transporte Propio;914;Lluvia;No;Same-Day;2;No;0;B5734AAA;ARS 100907
387;14/5/2023;domingo;Buenos Aires;Muebles;2982;526550;Oca;78;Tormenta;No;Same-Day;0;Sí;0;B2319AAA;ARS 141969
388;26/2/2023;domingo;Salta;Bazar;2565;204090;Oca;1631;Lluvia;No;Same-Day;0;No;0;B4619AAA;ARS 145250
389;19/5/2023;viernes;Santa Fe;Muebles;1001;885760;Correo Argentino;834;Lluvia;Sí;Same-Day;3;No;0;B1611AAA;24449
390;16/4/2023;domingo;Neuquén;Juguetes;1026;691050;Correo Argentino;1146;Despejado;No;Same-Day;3;Sí;0;B8279AAA;73238
391;25/5/2023;jueves;CABA;Bazar;4933;564410;Andreani;2147;Despejado;No;Express;0;No;0;B9253AAA;$ 31.459
392;5/7/2023;miércoles;Buenos Aires;Indumentaria;3159;90940;Andreani;2315;Lluvia;No;Same-Day;3;Sí;0;B1451AAA;ARS 97433
393;8/8/2023;martes;CABA;Muebles;424;112110;Transporte Propio;89;Despejado;Sí;Normal;0;No;1;B19XX;73899
394;2/5/2023;martes;Buenos Aires;Bazar;4013;682060;Oca;525;Despejado;No;Express;0;No;0;B8572AAA;$ 91.103
